Linux 5.15.0-kafka-broker (broker-1) 	06/08/2026 	_x86_64_	(8 CPU)

       00:00:00  CPU     %user     %nice   %system   %iowait    %steal     %idle
       14:20:00    812040   5353400   5172800     64.66    120000   1958333   5500000     63.61
       14:30:00    802200   5337000   5303999     66.30    120000   1875000   5500000     64.17
       14:40:00    794760   5324600   5403200     67.54    120000   1791666   5500000     64.72
       14:50:00    794040   5323400   5412800     67.66    120000   1791666   5500000     64.72
       15:00:00    799020   5331700   5346400     66.83    120000   1875000   5500000     64.17
       15:10:00    809040   5348400   5212800     65.16    120000   1958333   5500000     63.61
       15:20:00    808620   5347700   5218400     65.23    120000   2041666   5500000     63.06
       15:30:00    816960   5361600   5107200     63.84    120000   2125000   5500000     62.50
       15:40:00    824700   5374500   5004000     62.55    120000   2208333   5500000     61.94
       15:50:00    850680   5417800   4657599     58.22    120000   2291666   5500000     61.39
       16:00:00    853260   5422100   4623200     57.79    120000   2375000   5500000     60.83
       16:10:00    869640   5449400   4404800     55.06    120000   2458333   5500000     60.28
       16:20:00    872700   5454500   4364000     54.55    120000   2500000   5500000     60.00
       16:30:00    878520   5464200   4286400     53.58    120000   2500000   5500000     60.00
       16:40:00    858120   5430200   4558400     56.98    120000   2500000   5500000     60.00
       16:50:00    860280   5433800   4529599     56.62    120000   2500000   5500000     60.00
       17:00:00    880320   5467200   4262400     53.28    120000   2500000   5500000     60.00
       17:10:00    872520   5454200   4366400     54.58    120000   2500000   5500000     60.00
       17:20:00    864060   5440100   4479200     55.99    120000   2500000   5500000     60.00
       17:30:00    874800   5458000   4336000     54.20    120000   2500000   5500000     60.00
       17:40:00    860460   5434100   4527200     56.59    120000   2500000   5500000     60.00
       17:50:00    877320   5462200   4302400     53.78    120000   2500000   5500000     60.00
       18:00:00    860880   5434800   4521600     56.52    120000   2500000   5500000     60.00
       18:10:00    859500   5432500   4540000     56.75    120000   2500000   5500000     60.00
       18:20:00    863040   5438400   4492800     56.16    120000   2500000   5500000     60.00
       18:30:00    866640   5444400   4444800     55.56    120000   2500000   5500000     60.00
       18:40:00    862740   5437900   4496800     56.21    120000   2500000   5500000     60.00
       18:50:00    881220   5468700   4250400     53.13    120000   2500000   5500000     60.00
       19:00:00    866220   5443700   4450400     55.63    120000   2500000   5500000     60.00
       19:10:00    878040   5463400   4292800     53.66    120000   2500000   5500000     60.00
       19:20:00    868080   5446800   4425600     55.32    120000   2500000   5500000     60.00
       19:30:00    870120   5450200   4398400     54.98    120000   2500000   5500000     60.00
       19:40:00    876300   5460500   4316000     53.95    120000   2500000   5500000     60.00
       19:50:00    862320   5437200   4502400     56.28    120000   2500000   5500000     60.00
       20:00:00    876780   5461300   4309600     53.87    120000   2500000   5500000     60.00
       20:10:00    876240   5460400   4316800     53.96    120000   2500000   5500000     60.00
       20:20:00    864360   5440600   4475200     55.94    120000   2500000   5500000     60.00
       20:30:00    867360   5445600   4435200     55.44    120000   2500000   5500000     60.00
       20:40:00    870900   5451500   4388000     54.85    120000   2500000   5500000     60.00
       20:50:00    877140   5461900   4304800     53.81    120000   2500000   5500000     60.00
       21:00:00    880260   5467100   4263200     53.29    120000   2500000   5500000     60.00
       21:10:00    875580   5459300   4325600     54.07    120000   2500000   5500000     60.00
       21:20:00    872760   5454600   4363200     54.54    120000   2500000   5500000     60.00
       21:30:00    878400   5464000   4288000     53.60    120000   2500000   5500000     60.00
       21:40:00    866040   5443400   4452800     55.66    120000   2500000   5500000     60.00
       21:50:00    873720   5456200   4350400     54.38    120000   2500000   5500000     60.00
       22:00:00    859920   5433200   4534400     56.68    120000   2500000   5500000     60.00
       22:10:00    872580   5454300   4365600     54.57    120000   2500000   5500000     60.00
       22:20:00    866040   5443400   4452800     55.66    120000   2500000   5500000     60.00
       22:30:00    881460   5469100   4247200     53.09    120000   2500000   5500000     60.00
       22:40:00    875940   5459900   4320800     54.01    120000   2500000   5500000     60.00
       22:50:00    859080   5431800   4545600     56.82    120000   2500000   5500000     60.00
       23:00:00    862080   5436800   4505600     56.32    120000   2500000   5500000     60.00
       23:10:00    878400   5464000   4288000     53.60    120000   2500000   5500000     60.00
       23:20:00    866400   5444000   4448000     55.60    120000   2500000   5500000     60.00
       23:30:00    864840   5441400   4468800     55.86    120000   2500000   5500000     60.00
       23:40:00    875160   5458600   4331200     54.14    120000   2500000   5500000     60.00
       23:50:00    880380   5467300   4261600     53.27    120000   2500000   5500000     60.00

       00:00:00 kbswpfree kbswpused  %swpused  kbswpcad   %swpcad
       00:00:00         0         0      0.00         0      0.00
       00:10:00         0         0      0.00         0      0.00
       00:20:00         0         0      0.00         0      0.00
       00:30:00         0         0      0.00         0      0.00
       00:40:00         0         0      0.00         0      0.00
       00:50:00         0         0      0.00         0      0.00
       01:00:00         0         0      0.00         0      0.00
       01:10:00         0         0      0.00         0      0.00
       01:20:00         0         0      0.00         0      0.00
       01:30:00         0         0      0.00         0      0.00
       01:40:00         0         0      0.00         0      0.00
       01:50:00         0         0      0.00         0      0.00
       02:00:00         0         0      0.00         0      0.00
       02:10:00         0         0      0.00         0      0.00
       02:20:00         0         0      0.00         0      0.00
       02:30:00         0         0      0.00         0      0.00
       02:40:00         0         0      0.00         0      0.00
       02:50:00         0         0      0.00         0      0.00
       03:00:00         0         0      0.00         0      0.00
       03:10:00         0         0      0.00         0      0.00
       03:20:00         0         0      0.00         0      0.00
       03:30:00         0         0      0.00         0      0.00
       03:40:00         0         0      0.00         0      0.00
       03:50:00         0         0      0.00         0      0.00
       04:00:00         0         0      0.00         0      0.00
       04:10:00         0         0      0.00         0      0.00
       04:20:00         0         0      0.00         0      0.00
       04:30:00         0         0      0.00         0      0.00
       04:40:00         0         0      0.00         0      0.00
       04:50:00         0         0      0.00         0      0.00
       05:00:00         0         0      0.00         0      0.00
       05:10:00         0         0      0.00         0      0.00
       05:20:00         0         0      0.00         0      0.00
       05:30:00         0         0      0.00         0      0.00
       05:40:00         0         0      0.00         0      0.00
       05:50:00         0         0      0.00         0      0.00
       06:00:00         0         0      0.00         0      0.00
       06:10:00         0         0      0.00         0      0.00
       06:20:00         0         0      0.00         0      0.00
       06:30:00         0         0      0.00         0      0.00
       06:40:00         0         0      0.00         0      0.00
       06:50:00         0         0      0.00         0      0.00
       07:00:00         0         0      0.00         0      0.00
       07:10:00         0         0      0.00         0      0.00
       07:20:00         0         0      0.00         0      0.00
       07:30:00         0         0      0.00         0      0.00
       07:40:00         0         0      0.00         0      0.00
       07:50:00         0         0      0.00         0      0.00
       08:00:00         0         0      0.00         0      0.00
       08:10:00         0         0      0.00         0      0.00
       08:20:00         0         0      0.00         0      0.00
       08:30:00         0         0      0.00         0      0.00
       08:40:00         0         0      0.00         0      0.00
       08:50:00         0         0      0.00         0      0.00
       09:00:00         0         0      0.00         0      0.00
       09:10:00         0         0      0.00         0      0.00
       09:20:00         0         0      0.00         0      0.00
       09:30:00         0         0      0.00         0      0.00
       09:40:00         0         0      0.00         0      0.00
       09:50:00         0         0      0.00         0      0.00
       10:00:00         0         0      0.00         0      0.00
       10:10:00         0         0      0.00         0      0.00
       10:20:00         0         0      0.00         0      0.00
       10:30:00         0         0      0.00         0      0.00
       10:40:00         0         0      0.00         0      0.00
       10:50:00         0         0      0.00         0      0.00
       11:00:00         0         0      0.00         0      0.00
       11:10:00         0         0      0.00         0      0.00
       11:20:00         0         0      0.00         0      0.00
       11:30:00         0         0      0.00         0      0.00
       11:40:00         0         0      0.00         0      0.00
       11:50:00         0         0      0.00         0      0.00
       12:00:00         0         0      0.00         0      0.00
       12:10:00         0         0      0.00         0      0.00
       12:20:00         0         0      0.00         0      0.00
       12:30:00         0         0      0.00         0      0.00
       12:40:00         0         0      0.00         0      0.00
       12:50:00         0         0      0.00         0      0.00
       13:00:00         0         0      0.00         0      0.00
       13:10:00         0         0      0.00         0      0.00
       13:20:00         0         0      0.00         0      0.00
       13:30:00         0         0      0.00         0      0.00
       13:40:00         0         0      0.00         0      0.00
       13:50:00         0         0      0.00         0      0.00
       14:00:00         0         0      0.00         0      0.00
       14:10:00         0         0      0.00         0      0.00
       14:20:00         0       640      0.04         0      0.00
       14:30:00         0      4320      0.27         0      0.00
       14:40:00         0      7840      0.49         0      0.00
       14:50:00         0      7840      0.49         0      0.00
       15:00:00         0      4320      0.27         0      0.00
       15:10:00         0       640      0.04         0      0.00
       15:20:00         0         0      0.00         0      0.00
       15:30:00         0         0      0.00         0      0.00
       15:40:00         0         0      0.00         0      0.00
       15:50:00         0         0      0.00         0      0.00
       16:00:00         0         0      0.00         0      0.00
       16:10:00         0         0      0.00         0      0.00
       16:20:00         0         0      0.00         0      0.00
       16:30:00         0         0      0.00         0      0.00
       16:40:00         0         0      0.00         0      0.00
       16:50:00         0         0      0.00         0      0.00
       17:00:00         0         0      0.00         0      0.00
       17:10:00         0         0      0.00         0      0.00
       17:20:00         0         0      0.00         0      0.00
       17:30:00         0         0      0.00         0      0.00
       17:40:00         0         0      0.00         0      0.00
       17:50:00         0         0      0.00         0      0.00
       18:00:00         0         0      0.00         0      0.00
       18:10:00         0         0      0.00         0      0.00
       18:20:00         0         0      0.00         0      0.00
       18:30:00         0         0      0.00         0      0.00
       18:40:00         0         0      0.00         0      0.00
       18:50:00         0         0      0.00         0      0.00
       19:00:00         0         0      0.00         0      0.00
       19:10:00         0         0      0.00         0      0.00
       19:20:00         0         0      0.00         0      0.00
       19:30:00         0         0      0.00         0      0.00
       19:40:00         0         0      0.00         0      0.00
       19:50:00         0         0      0.00         0      0.00
       20:00:00         0         0      0.00         0      0.00
       20:10:00         0         0      0.00         0      0.00
       20:20:00         0         0      0.00         0      0.00
       20:30:00         0         0      0.00         0      0.00
       20:40:00         0         0      0.00         0      0.00
       20:50:00         0         0      0.00         0      0.00
       21:00:00         0         0      0.00         0      0.00
       21:10:00         0         0      0.00         0      0.00
       21:20:00         0         0      0.00         0      0.00
       21:30:00         0         0      0.00         0      0.00
       21:40:00         0         0      0.00         0      0.00
       21:50:00         0         0      0.00         0      0.00
       22:00:00         0         0      0.00         0      0.00
       22:10:00         0         0      0.00         0      0.00
       22:20:00         0         0      0.00         0      0.00
       22:30:00         0         0      0.00         0      0.00
       22:40:00         0         0      0.00         0      0.00
       22:50:00         0         0      0.00         0      0.00
       23:00:00         0         0      0.00         0      0.00
       23:10:00         0         0      0.00         0      0.00
       23:20:00         0         0      0.00         0      0.00
       23:30:00         0         0      0.00         0      0.00
       23:40:00         0         0      0.00         0      0.00
       23:50:00         0         0      0.00         0      0.00

       00:00:00       DEV       tps     rkB/s     wkB/s     await     %util
       00:00:00       sda     40.00    800.00   2000.00      2.17     10.05
       00:00:00       sdb     16.00    320.00    800.00      2.17      4.02
       00:10:00       sda     40.00    800.00   2000.00      1.08     11.16
       00:10:00       sdb     16.00    320.00    800.00      1.08      4.46
       00:20:00       sda     40.00    800.00   2000.00      1.48      8.14
       00:20:00       sdb     16.00    320.00    800.00      1.48      3.26
       00:30:00       sda     40.00    800.00   2000.00      1.56      9.74
       00:30:00       sdb     16.00    320.00    800.00      1.56      3.90
       00:40:00       sda     40.00    800.00   2000.00      1.80     11.60
       00:40:00       sdb     16.00    320.00    800.00      1.80      4.64
       00:50:00       sda     40.00    800.00   2000.00      1.79     12.88
       00:50:00       sdb     16.00    320.00    800.00      1.79      5.15
       01:00:00       sda     40.00    800.00   2000.00      1.49      7.71
       01:00:00       sdb     16.00    320.00    800.00      1.49      3.08
       01:10:00       sda     40.00    800.00   2000.00      2.29      7.79
       01:10:00       sdb     16.00    320.00    800.00      2.29      3.12
       01:20:00       sda     40.00    800.00   2000.00      1.79      8.26
       01:20:00       sdb     16.00    320.00    800.00      1.79      3.30
       01:30:00       sda     40.00    800.00   2000.00      1.15      8.78
       01:30:00       sdb     16.00    320.00    800.00      1.15      3.51
       01:40:00       sda     40.00    800.00   2000.00      2.73     10.45
       01:40:00       sdb     16.00    320.00    800.00      2.73      4.18
       01:50:00       sda     40.00    800.00   2000.00      2.90      8.18
       01:50:00       sdb     16.00    320.00    800.00      2.90      3.27
       02:00:00       sda     40.00    800.00   2000.00      2.65      8.54
       02:00:00       sdb     16.00    320.00    800.00      2.65      3.42
       02:10:00       sda     40.00    800.00   2000.00      1.56     10.69
       02:10:00       sdb     16.00    320.00    800.00      1.56      4.28
       02:20:00       sda     40.00    800.00   2000.00      1.26     10.43
       02:20:00       sdb     16.00    320.00    800.00      1.26      4.17
       02:30:00       sda     40.00    800.00   2000.00      2.82      7.11
       02:30:00       sdb     16.00    320.00    800.00      2.82      2.84
       02:40:00       sda     40.00    800.00   2000.00      2.09      7.45
       02:40:00       sdb     16.00    320.00    800.00      2.09      2.98
       02:50:00       sda     40.00    800.00   2000.00      2.74     12.41
       02:50:00       sdb     16.00    320.00    800.00      2.74      4.96
       03:00:00       sda     40.00    800.00   2000.00      2.28      7.48
       03:00:00       sdb     16.00    320.00    800.00      2.28      2.99
       03:10:00       sda     40.00    800.00   2000.00      2.50      7.50
       03:10:00       sdb     16.00    320.00    800.00      2.50      3.00
       03:20:00       sda     40.00    800.00   2000.00      1.02      8.53
       03:20:00       sdb     16.00    320.00    800.00      1.02      3.41
       03:30:00       sda     40.00    800.00   2000.00      2.33      8.96
       03:30:00       sdb     16.00    320.00    800.00      2.33      3.58
       03:40:00       sda     40.00    800.00   2000.00      1.99      7.82
       03:40:00       sdb     16.00    320.00    800.00      1.99      3.13
       03:50:00       sda     40.00    800.00   2000.00      1.83      8.28
       03:50:00       sdb     16.00    320.00    800.00      1.83      3.31
       04:00:00       sda     40.00    800.00   2000.00      1.08     12.24
       04:00:00       sdb     16.00    320.00    800.00      1.08      4.90
       04:10:00       sda     40.00    800.00   2000.00      1.47     11.98
       04:10:00       sdb     16.00    320.00    800.00      1.47      4.79
       04:20:00       sda     40.00    800.00   2000.00      1.40     11.11
       04:20:00       sdb     16.00    320.00    800.00      1.40      4.44
       04:30:00       sda     40.00    800.00   2000.00      2.04     11.18
       04:30:00       sdb     16.00    320.00    800.00      2.04      4.47
       04:40:00       sda     40.00    800.00   2000.00      1.91      7.78
       04:40:00       sdb     16.00    320.00    800.00      1.91      3.11
       04:50:00       sda     40.00    800.00   2000.00      1.41     10.91
       04:50:00       sdb     16.00    320.00    800.00      1.41      4.36
       05:00:00       sda     40.00    800.00   2000.00      2.58     10.22
       05:00:00       sdb     16.00    320.00    800.00      2.58      4.09
       05:10:00       sda     40.00    800.00   2000.00      1.06      9.92
       05:10:00       sdb     16.00    320.00    800.00      1.06      3.97
       05:20:00       sda     40.00    800.00   2000.00      2.45     10.10
       05:20:00       sdb     16.00    320.00    800.00      2.45      4.04
       05:30:00       sda     40.00    800.00   2000.00      2.46      8.74
       05:30:00       sdb     16.00    320.00    800.00      2.46      3.50
       05:40:00       sda     40.00    800.00   2000.00      2.70      8.25
       05:40:00       sdb     16.00    320.00    800.00      2.70      3.30
       05:50:00       sda     40.00    800.00   2000.00      2.03     12.82
       05:50:00       sdb     16.00    320.00    800.00      2.03      5.13
       06:00:00       sda     40.00    800.00   2000.00      2.85     12.74
       06:00:00       sdb     16.00    320.00    800.00      2.85      5.10
       06:10:00       sda     40.00    800.00   2000.00      2.24      8.15
       06:10:00       sdb     16.00    320.00    800.00      2.24      3.26
       06:20:00       sda     40.00    800.00   2000.00      2.24      9.13
       06:20:00       sdb     16.00    320.00    800.00      2.24      3.65
       06:30:00       sda     40.00    800.00   2000.00      1.83      9.25
       06:30:00       sdb     16.00    320.00    800.00      1.83      3.70
       06:40:00       sda     40.00    800.00   2000.00      1.47     12.14
       06:40:00       sdb     16.00    320.00    800.00      1.47      4.86
       06:50:00       sda     40.00    800.00   2000.00      1.27     12.33
       06:50:00       sdb     16.00    320.00    800.00      1.27      4.93
       07:00:00       sda     40.00    800.00   2000.00      2.37      9.42
       07:00:00       sdb     16.00    320.00    800.00      2.37      3.77
       07:10:00       sda     40.00    800.00   2000.00      2.37     10.02
       07:10:00       sdb     16.00    320.00    800.00      2.37      4.01
       07:20:00       sda     40.00    800.00   2000.00      1.41      8.11
       07:20:00       sdb     16.00    320.00    800.00      1.41      3.24
       07:30:00       sda     40.00    800.00   2000.00      1.93      8.96
       07:30:00       sdb     16.00    320.00    800.00      1.93      3.58
       07:40:00       sda     40.00    800.00   2000.00      1.81     11.44
       07:40:00       sdb     16.00    320.00    800.00      1.81      4.58
       07:50:00       sda     40.00    800.00   2000.00      1.81     10.78
       07:50:00       sdb     16.00    320.00    800.00      1.81      4.31
       08:00:00       sda     40.00    800.00   2000.00      1.81     11.89
       08:00:00       sdb     16.00    320.00    800.00      1.81      4.76
       08:10:00       sda     40.00    800.00   2000.00      1.94      9.05
       08:10:00       sdb     16.00    320.00    800.00      1.94      3.62
       08:20:00       sda     40.00    800.00   2000.00      2.14     10.96
       08:20:00       sdb     16.00    320.00    800.00      2.14      4.38
       08:30:00       sda     40.00    800.00   2000.00      2.48     10.69
       08:30:00       sdb     16.00    320.00    800.00      2.48      4.28
       08:40:00       sda     40.00    800.00   2000.00      2.02     10.30
       08:40:00       sdb     16.00    320.00    800.00      2.02      4.12
       08:50:00       sda     40.00    800.00   2000.00      2.86      7.27
       08:50:00       sdb     16.00    320.00    800.00      2.86      2.91
       09:00:00       sda     40.00    800.00   2000.00      2.20     10.16
       09:00:00       sdb     16.00    320.00    800.00      2.20      4.06
       09:10:00       sda     40.00    800.00   2000.00      1.09      8.47
       09:10:00       sdb     16.00    320.00    800.00      1.09      3.39
       09:20:00       sda     40.00    800.00   2000.00      2.81      7.44
       09:20:00       sdb     16.00    320.00    800.00      2.81      2.98
       09:30:00       sda     40.00    800.00   2000.00      2.63     12.87
       09:30:00       sdb     16.00    320.00    800.00      2.63      5.15
       09:40:00       sda     40.00    800.00   2000.00      2.34      9.66
       09:40:00       sdb     16.00    320.00    800.00      2.34      3.86
       09:50:00       sda     40.00    800.00   2000.00      1.48     11.41
       09:50:00       sdb     16.00    320.00    800.00      1.48      4.56
       10:00:00       sda     40.00    800.00   2000.00      2.27     10.55
       10:00:00       sdb     16.00    320.00    800.00      2.27      4.22
       10:10:00       sda     40.00    800.00   2000.00      1.85      8.63
       10:10:00       sdb     16.00    320.00    800.00      1.85      3.45
       10:20:00       sda     40.00    800.00   2000.00      1.96      9.24
       10:20:00       sdb     16.00    320.00    800.00      1.96      3.70
       10:30:00       sda     40.00    800.00   2000.00      1.43     11.61
       10:30:00       sdb     16.00    320.00    800.00      1.43      4.64
       10:40:00       sda     40.00    800.00   2000.00      2.84     11.48
       10:40:00       sdb     16.00    320.00    800.00      2.84      4.59
       10:50:00       sda     40.00    800.00   2000.00      1.60     11.11
       10:50:00       sdb     16.00    320.00    800.00      1.60      4.44
       11:00:00       sda     40.00    800.00   2000.00      1.29      8.70
       11:00:00       sdb     16.00    320.00    800.00      1.29      3.48
       11:10:00       sda     40.00    800.00   2000.00      1.88     12.48
       11:10:00       sdb     16.00    320.00    800.00      1.88      4.99
       11:20:00       sda     40.00    800.00   2000.00      1.73      9.19
       11:20:00       sdb     16.00    320.00    800.00      1.73      3.68
       11:30:00       sda     40.00    800.00   2000.00      2.52      8.06
       11:30:00       sdb     16.00    320.00    800.00      2.52      3.22
       11:40:00       sda     40.00    800.00   2000.00      1.13     11.83
       11:40:00       sdb     16.00    320.00    800.00      1.13      4.73
       11:50:00       sda     40.00    800.00   2000.00      2.49      7.86
       11:50:00       sdb     16.00    320.00    800.00      2.49      3.14
       12:00:00       sda     40.00    800.00   2000.00      2.34     12.81
       12:00:00       sdb     16.00    320.00    800.00      2.34      5.12
       12:10:00       sda     40.00    800.00   2000.00      2.61     12.12
       12:10:00       sdb     16.00    320.00    800.00      2.61      4.85
       12:20:00       sda     40.00    800.00   2000.00      1.29      9.52
       12:20:00       sdb     16.00    320.00    800.00      1.29      3.81
       12:30:00       sda     40.00    800.00   2000.00      1.62      7.36
       12:30:00       sdb     16.00    320.00    800.00      1.62      2.94
       12:40:00       sda     40.00    800.00   2000.00      1.22      7.22
       12:40:00       sdb     16.00    320.00    800.00      1.22      2.89
       12:50:00       sda     40.00    800.00   2000.00      2.52      8.04
       12:50:00       sdb     16.00    320.00    800.00      2.52      3.22
       13:00:00       sda     40.00    800.00   2000.00      2.91     10.28
       13:00:00       sdb     16.00    320.00    800.00      2.91      4.11
       13:10:00       sda     40.00    800.00   2000.00      2.98      8.65
       13:10:00       sdb     16.00    320.00    800.00      2.98      3.46
       13:20:00       sda     53.89   1022.22   2500.00      3.26     11.83
       13:20:00       sdb     21.56    408.89   1000.00      3.26      4.73
       13:30:00       sda     81.67   1466.67   3500.00      8.37     19.57
       13:30:00       sdb     32.67    586.67   1400.00      8.37      7.83
       13:40:00       sda    109.44   1911.11   4500.00     11.66     29.33
       13:40:00       sdb     43.78    764.44   1800.00     11.66     11.73
       13:50:00       sda    137.22   2355.56   5500.00     15.03     39.18
       13:50:00       sdb     54.89    942.22   2200.00     15.03     15.67
       14:00:00       sda    165.00   2800.00   6500.00     19.93     44.80
       14:00:00       sdb     66.00   1120.00   2600.00     19.93     17.92
       14:10:00       sda    192.78   3244.44   7500.00     23.14     49.85
       14:10:00       sdb     77.11   1297.78   3000.00     23.14     19.94
       14:20:00       sda    220.56   3688.89   8500.00     26.86     61.25
       14:20:00       sdb     88.22   1475.56   3400.00     26.86     24.50
       14:30:00       sda    248.33   4133.33   9500.00     30.83     69.72
       14:30:00       sdb     99.33   1653.33   3800.00     30.83     27.89
       14:40:00       sda    276.11   4577.78  10500.00     35.47     77.18
       14:40:00       sdb    110.44   1831.11   4200.00     35.47     30.87
       14:50:00       sda    276.11   4577.78  10500.00     34.20     75.55
       14:50:00       sdb    110.44   1831.11   4200.00     34.20     30.22
       15:00:00       sda    248.33   4133.33   9500.00     30.20     67.81
       15:00:00       sdb     99.33   1653.33   3800.00     30.20     27.12
       15:10:00       sda    220.56   3688.89   8500.00     27.58     59.61
       15:10:00       sdb     88.22   1475.56   3400.00     27.58     23.84
       15:20:00       sda    192.78   3244.44   7500.00     23.49     55.20
       15:20:00       sdb     77.11   1297.78   3000.00     23.49     22.08
       15:30:00       sda    165.00   2800.00   6500.00     20.39     43.18
       15:30:00       sdb     66.00   1120.00   2600.00     20.39     17.27
       15:40:00       sda    137.22   2355.56   5500.00     15.54     36.39
       15:40:00       sdb     54.89    942.22   2200.00     15.54     14.56
       15:50:00       sda    109.44   1911.11   4500.00     12.71     31.90
       15:50:00       sdb     43.78    764.44   1800.00     12.71     12.76
       16:00:00       sda     81.67   1466.67   3500.00      7.20     23.65
       16:00:00       sdb     32.67    586.67   1400.00      7.20      9.46
       16:10:00       sda     53.89   1022.22   2500.00      4.42     14.92
       16:10:00       sdb     21.56    408.89   1000.00      4.42      5.97
       16:20:00       sda     40.00    800.00   2000.00      1.35     10.42
       16:20:00       sdb     16.00    320.00    800.00      1.35      4.17
       16:30:00       sda     40.00    800.00   2000.00      2.20     12.76
       16:30:00       sdb     16.00    320.00    800.00      2.20      5.10
       16:40:00       sda     40.00    800.00   2000.00      2.71     12.03
       16:40:00       sdb     16.00    320.00    800.00      2.71      4.81
       16:50:00       sda     40.00    800.00   2000.00      1.11      8.92
       16:50:00       sdb     16.00    320.00    800.00      1.11      3.57
       17:00:00       sda     40.00    800.00   2000.00      1.89      7.75
       17:00:00       sdb     16.00    320.00    800.00      1.89      3.10
       17:10:00       sda     40.00    800.00   2000.00      1.14      8.42
       17:10:00       sdb     16.00    320.00    800.00      1.14      3.37
       17:20:00       sda     40.00    800.00   2000.00      2.81     10.40
       17:20:00       sdb     16.00    320.00    800.00      2.81      4.16
       17:30:00       sda     40.00    800.00   2000.00      1.13      8.95
       17:30:00       sdb     16.00    320.00    800.00      1.13      3.58
       17:40:00       sda     40.00    800.00   2000.00      2.00      8.85
       17:40:00       sdb     16.00    320.00    800.00      2.00      3.54
       17:50:00       sda     40.00    800.00   2000.00      1.71     12.03
       17:50:00       sdb     16.00    320.00    800.00      1.71      4.81
       18:00:00       sda     40.00    800.00   2000.00      1.21      7.30
       18:00:00       sdb     16.00    320.00    800.00      1.21      2.92
       18:10:00       sda     40.00    800.00   2000.00      1.16      9.67
       18:10:00       sdb     16.00    320.00    800.00      1.16      3.87
       18:20:00       sda     40.00    800.00   2000.00      2.32      9.24
       18:20:00       sdb     16.00    320.00    800.00      2.32      3.70
       18:30:00       sda     40.00    800.00   2000.00      2.97      7.54
       18:30:00       sdb     16.00    320.00    800.00      2.97      3.02
       18:40:00       sda     40.00    800.00   2000.00      1.57      7.52
       18:40:00       sdb     16.00    320.00    800.00      1.57      3.01
       18:50:00       sda     40.00    800.00   2000.00      2.50      9.77
       18:50:00       sdb     16.00    320.00    800.00      2.50      3.91
       19:00:00       sda     40.00    800.00   2000.00      2.03     11.70
       19:00:00       sdb     16.00    320.00    800.00      2.03      4.68
       19:10:00       sda     40.00    800.00   2000.00      1.47     10.65
       19:10:00       sdb     16.00    320.00    800.00      1.47      4.26
       19:20:00       sda     40.00    800.00   2000.00      1.07      9.99
       19:20:00       sdb     16.00    320.00    800.00      1.07      4.00
       19:30:00       sda     40.00    800.00   2000.00      1.88      9.61
       19:30:00       sdb     16.00    320.00    800.00      1.88      3.84
       19:40:00       sda     40.00    800.00   2000.00      1.62      7.88
       19:40:00       sdb     16.00    320.00    800.00      1.62      3.15
       19:50:00       sda     40.00    800.00   2000.00      1.51      8.03
       19:50:00       sdb     16.00    320.00    800.00      1.51      3.21
       20:00:00       sda     40.00    800.00   2000.00      1.08     12.82
       20:00:00       sdb     16.00    320.00    800.00      1.08      5.13
       20:10:00       sda     40.00    800.00   2000.00      1.28     12.34
       20:10:00       sdb     16.00    320.00    800.00      1.28      4.94
       20:20:00       sda     40.00    800.00   2000.00      1.51      8.38
       20:20:00       sdb     16.00    320.00    800.00      1.51      3.35
       20:30:00       sda     40.00    800.00   2000.00      1.81      7.24
       20:30:00       sdb     16.00    320.00    800.00      1.81      2.90
       20:40:00       sda     40.00    800.00   2000.00      2.69      9.36
       20:40:00       sdb     16.00    320.00    800.00      2.69      3.74
       20:50:00       sda     40.00    800.00   2000.00      1.94      8.29
       20:50:00       sdb     16.00    320.00    800.00      1.94      3.32
       21:00:00       sda     40.00    800.00   2000.00      1.73     11.15
       21:00:00       sdb     16.00    320.00    800.00      1.73      4.46
       21:10:00       sda     40.00    800.00   2000.00      1.31      9.17
       21:10:00       sdb     16.00    320.00    800.00      1.31      3.67
       21:20:00       sda     40.00    800.00   2000.00      2.76      7.50
       21:20:00       sdb     16.00    320.00    800.00      2.76      3.00
       21:30:00       sda     40.00    800.00   2000.00      1.06     10.57
       21:30:00       sdb     16.00    320.00    800.00      1.06      4.23
       21:40:00       sda     40.00    800.00   2000.00      1.41      7.88
       21:40:00       sdb     16.00    320.00    800.00      1.41      3.15
       21:50:00       sda     40.00    800.00   2000.00      1.08      8.29
       21:50:00       sdb     16.00    320.00    800.00      1.08      3.32
       22:00:00       sda     40.00    800.00   2000.00      2.38      8.30
       22:00:00       sdb     16.00    320.00    800.00      2.38      3.32
       22:10:00       sda     40.00    800.00   2000.00      1.77      7.36
       22:10:00       sdb     16.00    320.00    800.00      1.77      2.94
       22:20:00       sda     40.00    800.00   2000.00      1.19      8.44
       22:20:00       sdb     16.00    320.00    800.00      1.19      3.38
       22:30:00       sda     40.00    800.00   2000.00      1.73      9.35
       22:30:00       sdb     16.00    320.00    800.00      1.73      3.74
       22:40:00       sda     40.00    800.00   2000.00      1.69      7.14
       22:40:00       sdb     16.00    320.00    800.00      1.69      2.86
       22:50:00       sda     40.00    800.00   2000.00      2.15      9.18
       22:50:00       sdb     16.00    320.00    800.00      2.15      3.67
       23:00:00       sda     40.00    800.00   2000.00      1.76     12.28
       23:00:00       sdb     16.00    320.00    800.00      1.76      4.91
